Conta:;11392 - 2.1.1.01.001 - A 2 F INDUSTRIA FARMACEUTICA LTDA;;;;;
11/09/2024;NOTA FISCAL Nº 247227 ;3152;0924-00000039;;59,52;64.894,88C
11/09/2024;NOTA FISCAL Nº 247240 ;3152;0924-00000040;;26,52;64.921,40C
11/09/2024;NOTA FISCAL Nº 247240 ;3152;0924-00000041;;462,3;65.383,70C
11/09/2024;NOTA FISCAL Nº 247240 ;3152;0924-00000042;;579,84;65.963,54C
11/09/2024;NOTA FISCAL Nº 247240 ;3152;0924-00000091;;215,26;66.178,80C
11/09/2024;NOTA FISCAL Nº 247256 ;5782;0924-00000605;;685,44;66.864,24C
11/09/2024;NOTA FISCAL Nº 204813 ;5782;0924-00000609;;178,08;67.042,32C
11/09/2024;NOTA FISCAL Nº 203541 ;5782;0924-00000615;;50,55;67.092,87C
11/09/2024;NOTA FISCAL Nº 203541 ;5782;0924-00000634;;1.899,56;68.992,43C
11/09/2024;NOTA FISCAL Nº 204593 ;5782;0924-00000636;;572,59;69.565,02C
11/09/2024;NOTA FISCAL Nº 247256 ;5782;0924-00000637;;157,43;69.722,45C
11/09/2024;NOTA FISCAL Nº 205854 ;5782;0924-00000640;;901,25;70.623,70C
11/09/2024;NOTA FISCAL Nº 204813 ;5782;0924-00000641;;242,31;70.866,01C
11/09/2024;NOTA FISCAL Nº 247256 ;5782;0924-00000642;;169,62;71.035,63C
11/09/2024;NOTA FISCAL Nº 203541 ;5782;0924-00000646;;441,45;71.477,08C
11/09/2024;NOTA FISCAL Nº 247256 ;5782;0924-00000648;;165,05;71.642,13C
11/09/2024;NOTA FISCAL Nº 247256 ;5782;0924-00000651;;296,49;71.938,62C
11/09/2024;NOTA FISCAL Nº 247978 ;5782;0924-00000664;;13,14;71.951,76C
11/09/2024;NOTA FISCAL Nº 247978 ;5782;0924-00000665;;639,57;72.591,33C
11/09/2024;NOTA FISCAL Nº 247279 ;5782;0924-00000667;;54,42;72.645,75C
11/09/2024;NOTA FISCAL Nº 205299 ;5782;0924-00000670;;28,86;72.674,61C
11/09/2024;NOTA FISCAL Nº 247328 ;5782;0924-00000673;;327,55;73.002,16C
11/09/2024;PAGAMENTO DUPLICATA Nº 233110 ;72;0924-00003885;3.096,00;;69.906,16C
11/09/2024;PAGAMENTO DUPLICATA Nº 150254 ;72;0924-00003975;163,31;;69.742,85C
11/09/2024;PAGAMENTO DUPLICATA Nº 149819 ;72;0924-00003992;1.851,84;;67.891,01C
11/09/2024;PAGAMENTO DUPLICATA Nº 149795 ;72;0924-00004204;429,95;;67.461,06C
11/09/2024;PAGAMENTO DUPLICATA Nº 149843 ;72;0924-00004234;500,68;;66.960,38C
11/09/2024;PAGAMENTO DUPLICATA Nº 150294 ;72;0924-00004344;87,68;;66.872,70C
12/09/2024;NOTA FISCAL Nº 248016 ;3152;0924-00000043;;13,14;66.885,84C
12/09/2024;NOTA FISCAL Nº 248016 ;3152;0924-00000044;;701,59;67.587,43C
12/09/2024;NOTA FISCAL Nº 205297 ;3152;0924-00000045;;261,4;67.848,83C
12/09/2024;NOTA FISCAL Nº 204973 ;3152;0924-00000046;;314,88;68.163,71C
12/09/2024;NOTA FISCAL Nº 206896 ;3152;0924-00000047;;236,89;68.400,60C
12/09/2024;NOTA FISCAL Nº 206896 ;3152;0924-00000048;;105,25;68.505,85C
12/09/2024;PAGAMENTO DUPLICATA Nº 233300 ;72;0924-00003902;108,40;;68.397,45C
12/09/2024;PAGAMENTO DUPLICATA Nº 152779 ;72;0924-00003991;182,16;;68.215,29C
12/09/2024;PAGAMENTO DUPLICATA Nº 233297 ;72;0924-00004038;2.167,32;;66.047,97C
12/09/2024;PAGAMENTO DUPLICATA Nº 152615 ;72;0924-00004082;26,46;;66.021,51C
12/09/2024;PAGAMENTO DUPLICATA Nº 233487 ;72;0924-00004250;5.362,51;;60.659,00C
12/09/2024;PAGAMENTO DUPLICATA Nº 233299 ;72;0924-00004310;716,3;;59.942,70C
12/09/2024;PAGAMENTO DUPLICATA Nº 233431 ;72;0924-00004315;74,82;;59.867,88C
12/09/2024;PAGAMENTO DUPLICATA Nº 233301 ;72;0924-00004364;97,57;;59.770,31C
13/09/2024;NOTA FISCAL Nº 249413 ;3152;0924-00000049;;36,94;59.807,25C
13/09/2024;NOTA FISCAL Nº 249413 ;3152;0924-00000050;;237,1;60.044,35C
13/09/2024;PAGAMENTO DUPLICATA Nº 154729 ;72;0924-00003901;1.071,78;;58.972,57C
13/09/2024;PAGAMENTO DUPLICATA Nº 233902 ;72;0924-00003903;108,63;;58.863,94C
13/09/2024;PAGAMENTO DUPLICATA Nº 154330 ;72;0924-00003953;149,66;;58.714,28C
13/09/2024;PAGAMENTO DUPLICATA Nº 234243 ;72;0924-00004011;200,34;;58.513,94C
13/09/2024;PAGAMENTO DUPLICATA Nº 233903 ;72;0924-00004260;56,46;;58.457,48C
13/09/2024;PAGAMENTO DUPLICATA Nº 113273 ;72;0924-00004341;85,31;;58.372,17C
16/09/2024;NOTA FISCAL Nº 250728 ;3152;0924-00000051;;250,12;58.622,29C
16/09/2024;NOTA FISCAL Nº 250728 ;3152;0924-00000052;;379;59.001,29C
16/09/2024;NOTA FISCAL Nº 250728 ;3152;0924-00000053;;884,06;59.885,35C
16/09/2024;NOTA FISCAL Nº 211416 ;3152;0924-00000054;;274,44;60.159,79C
16/09/2024;NOTA FISCAL Nº 211416 ;3152;0924-00000055;;97,92;60.257,71C
16/09/2024;NOTA FISCAL Nº 211962 ;3152;0924-00000056;;136,63;60.394,34C
16/09/2024;NOTA FISCAL Nº 210902 ;3152;0924-00000057;;186,37;60.580,71C
16/09/2024;NOTA FISCAL Nº 210902 ;3152;0924-00000058;;112,38;60.693,09C
16/09/2024;NOTA FISCAL Nº 211146 ;3152;0924-00000059;;23,62;60.716,71C
16/09/2024;NOTA FISCAL Nº 210945 ;3152;0924-00000060;;322,87;61.039,58C
16/09/2024;NOTA FISCAL Nº 250728 ;3152;0924-00000092;;46;61.085,58C
16/09/2024;NOTA FISCAL Nº 211416 ;3152;0924-00000093;;6,49;61.092,07C
16/09/2024;NOTA FISCAL Nº 211210 ;5782;0924-00000598;;13,99;61.106,06C
16/09/2024;NOTA FISCAL Nº 211531 ;5782;0924-00000603;;936,8;62.042,86C
16/09/2024;NOTA FISCAL Nº 250729 ;5782;0924-00000618;;590,01;62.632,87C
16/09/2024;NOTA FISCAL Nº 211645 ;5782;0924-00000619;;209,44;62.842,31C
16/09/2024;NOTA FISCAL Nº 250729 ;5782;0924-00000625;;873,83;63.716,14C
16/09/2024;NOTA FISCAL Nº 210875 ;5782;0924-00000639;;94,57;63.810,71C
16/09/2024;NOTA FISCAL Nº 250729 ;5782;0924-00000644;;189,72;64.000,43C
16/09/2024;NOTA FISCAL Nº 250729 ;5782;0924-00000652;;257,08;64.257,51C
16/09/2024;NOTA FISCAL Nº 212205 ;5782;0924-00000662;;178,34;64.435,85C
16/09/2024;NOTA FISCAL Nº 210872 ;5782;0924-00000666;;910,9;65.346,75C
16/09/2024;NOTA FISCAL Nº 250729 ;5782;0924-00000688;;144,39;65.491,14C
16/09/2024;PAGAMENTO DUPLICATA Nº 120326 ;72;0924-00003922;119,4;;65.371,74C
16/09/2024;PAGAMENTO DUPLICATA Nº 157725 ;72;0924-00003946;1.408,50;;63.963,24C
16/09/2024;PAGAMENTO DUPLICATA Nº 234490 ;72;0924-00003999;190,19;;63.773,05C
16/09/2024;PAGAMENTO DUPLICATA Nº 234491 ;72;0924-00004139;339,32;;63.433,73C
16/09/2024;PAGAMENTO DUPLICATA Nº 120160 ;72;0924-00004277;60,88;;63.372,85C
16/09/2024;PAGAMENTO DUPLICATA Nº 157561 ;72;0924-00004294;648,65;;62.724,20C
16/09/2024;PAGAMENTO DUPLICATA Nº 118896 ;72;0924-00004342;86,37;;62.637,83C
16/09/2024;PAGAMENTO DUPLICATA Nº 113976 ;72;0924-00004347;90,64;;62.547,19C
17/09/2024;NOTA FISCAL Nº 251118 ;3152;0924-00000061;;105,7;62.652,89C
17/09/2024;NOTA FISCAL Nº 251118 ;3152;0924-00000062;;48,3;62.701,19C
17/09/2024;NOTA FISCAL Nº 251118 ;3152;0924-00000063;;407,08;63.108,27C
17/09/2024;NOTA FISCAL Nº 250964 ;3152;0924-00000064;;68,35;63.176,62C
17/09/2024;NOTA FISCAL Nº 251118 ;3152;0924-00000094;;46,75;63.223,37C
17/09/2024;PAGAMENTO DUPLICATA Nº 235224 ;72;0924-00003949;143,74;;63.079,63C
17/09/2024;PAGAMENTO DUPLICATA Nº 235460 ;72;0924-00004142;345,97;;62.733,66C
18/09/2024;NOTA FISCAL Nº 216358 ;3152;0924-00000065;;116,76;62.850,42C
18/09/2024;NOTA FISCAL Nº 216253 ;3152;0924-00000066;;68,72;62.919,14C
18/09/2024;NOTA FISCAL Nº 251152 ;5782;0924-00000597;;39,96;62.959,10C
18/09/2024;NOTA FISCAL Nº 251152 ;5782;0924-00000602;;48,84;63.007,94C
18/09/2024;NOTA FISCAL Nº 214142 ;5782;0924-00000608;;269,98;63.277,92C
18/09/2024;NOTA FISCAL Nº 214142 ;5782;0924-00000629;;62,32;63.340,24C
18/09/2024;NOTA FISCAL Nº 214550 ;5782;0924-00000643;;360,42;63.700,66C
18/09/2024;NOTA FISCAL Nº 251152 ;5782;0924-00000647;;358,75;64.059,41C
18/09/2024;NOTA FISCAL Nº 251152 ;5782;0924-00000650;;104;64.163,41C
18/09/2024;NOTA FISCAL Nº 212802 ;5782;0924-00000674;;1.749,30;65.912,71C
18/09/2024;NOTA FISCAL Nº 250929 ;5782;0924-00000682;;88,65;66.001,36C
18/09/2024;NOTA FISCAL Nº 214142 ;5782;0924-00000692;;118,71;66.120,07C
18/09/2024;PAGAMENTO DUPLICATA Nº 161745 ; ;0924-00008826;34,52;;66.085,55C
18/09/2024;PAGAMENTO DUPLICATA Nº 162295 ; ;0924-00008869;417,07;;65.668,48C
19/09/2024;NOTA FISCAL Nº 251783 ;5782;0924-00000616;;252,12;65.920,60C
19/09/2024;NOTA FISCAL Nº 251783 ;5782;0924-00000649;;36,44;65.957,04C
19/09/2024;NOTA FISCAL Nº 216201 ;5782;0924-00000656;;286,77;66.243,81C
19/09/2024;PAGAMENTO DUPLICATA Nº 236678 ;72;0924-00003888;100,68;;66.143,13C
19/09/2024;PAGAMENTO DUPLICATA Nº 164270 ;72;0924-00004116;31,26;;66.111,87C
19/09/2024;PAGAMENTO DUPLICATA Nº 236679 ;72;0924-00004195;415,23;;65.696,64C
19/09/2024;PAGAMENTO DUPLICATA Nº 163543 ;72;0924-00004266;57,94;;65.638,70C
20/09/2024;PAGAMENTO DUPLICATA Nº 166060 ;72;0924-00003906;1.092,40;;64.546,30C
20/09/2024;PAGAMENTO DUPLICATA Nº 237279 ;72;0924-00003932;1.300,82;;63.245,48C
20/09/2024;PAGAMENTO DUPLICATA Nº 237277 ;72;0924-00003987;1.746,50;;61.498,98C
20/09/2024;PAGAMENTO DUPLICATA Nº 165915 ;72;0924-00004232;498,16;;61.000,82C
23/09/2024;NOTA FISCAL Nº 222200 ;3152;0924-00000067;;116,76;61.117,58C
23/09/2024;NOTA FISCAL Nº 221890 ;3152;0924-00000068;;114,88;61.232,46C
23/09/2024;NOTA FISCAL Nº 222042 ;3152;0924-00000069;;966,38;62.198,84C
23/09/2024;NOTA FISCAL Nº 253229 ;3152;0924-00000070;;193,15;62.391,99C
23/09/2024;NOTA FISCAL Nº 253229 ;3152;0924-00000071;;68,98;62.460,97C
23/09/2024;NOTA FISCAL Nº 253229 ;3152;0924-00000072;;141,14;62.602,11C
23/09/2024;NOTA FISCAL Nº 222656 ;5782;0924-00000606;;136,18;62.738,29C
23/09/2024;NOTA FISCAL Nº 253658 ;5782;0924-00000610;;183,89;62.922,18C
23/09/2024;NOTA FISCAL Nº 222201 ;5782;0924-00000612;;116,76;63.038,94C
23/09/2024;NOTA FISCAL Nº 222570 ;5782;0924-00000620;;610,96;63.649,90C
23/09/2024;NOTA FISCAL Nº 221967 ;5782;0924-00000627;;595,28;64.245,18C
23/09/2024;NOTA FISCAL Nº 222570 ;5782;0924-00000633;;153,17;64.398,35C
23/09/2024;NOTA FISCAL Nº 222570 ;5782;0924-00000635;;1.561,92;65.960,27C
23/09/2024;NOTA FISCAL Nº 221740 ;5782;0924-00000655;;85,96;66.046,23C
23/09/2024;NOTA FISCAL Nº 222532 ;5782;0924-00000668;;428,43;66.474,66C
23/09/2024;NOTA FISCAL Nº 222243 ;5782;0924-00000678;;2.818,39;69.293,05C
23/09/2024;NOTA FISCAL Nº 253658 ;5782;0924-00000684;;160,1;69.453,15C
23/09/2024;NOTA FISCAL Nº 253658 ;5782;0924-00000687;;723,96;70.177,11C
23/09/2024;PAGAMENTO DUPLICATA Nº 127496 ;72;0924-00003919;118,04;;70.059,07C
23/09/2024;PAGAMENTO DUPLICATA Nº 127119 ;72;0924-00003989;179,78;;69.879,29C
23/09/2024;PAGAMENTO DUPLICATA Nº 237938 ;72;0924-00004056;231,89;;69.647,40C
23/09/2024;PAGAMENTO DUPLICATA Nº 237822 ;72;0924-00004115;309,26;;69.338,14C
23/09/2024;PAGAMENTO DUPLICATA Nº 238242 ;72;0924-00004363;961,49;;68.376,65C
24/09/2024;NOTA FISCAL Nº 224742 ;3152;0924-00000073;;16,7;68.393,35C
24/09/2024;NOTA FISCAL Nº 224742 ;3152;0924-00000074;;714,71;69.108,06C
24/09/2024;NOTA FISCAL Nº 224742 ;3152;0924-00000075;;84,36;69.192,42C
24/09/2024;NOTA FISCAL Nº 253967 ;5782;0924-00000631;;64,92;69.257,34C
24/09/2024;NOTA FISCAL Nº 253944 ;5782;0924-00000658;;288,51;69.545,85C
24/09/2024;NOTA FISCAL Nº 225919 ;5782;0924-00000675;;497,13;70.042,98C
24/09/2024;NOTA FISCAL Nº 253944 ;5782;0924-00000691;;12,75;70.055,73C
24/09/2024;PAGAMENTO DUPLICATA Nº 238563 ; ;0924-00009407;288,59;;69.767,14C
24/09/2024;PAGAMENTO DUPLICATA Nº 132622 ; ;0924-00009416;306,62;;69.460,52C
24/09/2024;PAGAMENTO DUPLICATA Nº 238592 ; ;0924-00009449;472,84;;68.987,68C
24/09/2024;PAGAMENTO DUPLICATA Nº 170110 ; ;0924-00009455;548,22;;68.439,46C
24/09/2024;PAGAMENTO DUPLICATA Nº 170375 ; ;0924-00009472;3.352,42;;65.087,04C
25/09/2024;NOTA FISCAL Nº 254248 ;3152;0924-00000076;;18,45;65.105,49C
25/09/2024;NOTA FISCAL Nº 254248 ;3152;0924-00000077;;217,64;65.323,13C
25/09/2024;NOTA FISCAL Nº 227643 ;3152;0924-00000078;;124,93;65.448,06C
25/09/2024;NOTA FISCAL Nº 227230 ;3152;0924-00000079;;177,13;65.625,19C
25/09/2024;NOTA FISCAL Nº 227270 ;5782;0924-00000611;;68,48;65.693,67C
25/09/2024;NOTA FISCAL Nº 227603 ;5782;0924-00000613;;761,23;66.454,90C
25/09/2024;NOTA FISCAL Nº 254249 ;5782;0924-00000617;;507,58;66.962,48C
25/09/2024;NOTA FISCAL Nº 227680 ;5782;0924-00000645;;479,55;67.442,03C
25/09/2024;NOTA FISCAL Nº 227271 ;5782;0924-00000657;;244,48;67.686,51C
25/09/2024;NOTA FISCAL Nº 227270 ;5782;0924-00000683;;35,98;67.722,49C
25/09/2024;PAGAMENTO DUPLICATA Nº 173422 ;72;0924-00003983;17,49;;67.705,00C
25/09/2024;PAGAMENTO DUPLICATA Nº 173290 ;72;0924-00004241;515,08;;67.189,92C
26/09/2024;NOTA FISCAL Nº 229371 ;3152;0924-00000080;;15,13;67.205,05C
26/09/2024;NOTA FISCAL Nº 229371 ;3152;0924-00000081;;199,49;67.404,54C
26/09/2024;NOTA FISCAL Nº 229371 ;3152;0924-00000082;;17,83;67.422,37C
26/09/2024;NOTA FISCAL Nº 229448 ;5782;0924-00000604;;1.400,14;68.822,51C
26/09/2024;NOTA FISCAL Nº 229448 ;5782;0924-00000659;;187,58;69.010,09C
26/09/2024;PAGAMENTO DUPLICATA Nº 239906 ; ;0924-00009610;140,86;;68.869,23C
26/09/2024;PAGAMENTO DUPLICATA Nº 239954 ; ;0924-00009612;230,15;;68.639,08C
27/09/2024;NOTA FISCAL Nº 230521 ;3152;0924-00000083;;57,94;68.697,02C
27/09/2024;NOTA FISCAL Nº 255617 ;3152;0924-00000084;;69,74;68.766,76C
27/09/2024;NOTA FISCAL Nº 255616 ;5782;0924-00000630;;528,85;69.295,61C
27/09/2024;PAGAMENTO DUPLICATA Nº 177370 ;72;0924-00004151;357,56;;68.938,05C
27/09/2024;PAGAMENTO DUPLICATA Nº 177371 ;72;0924-00004323;760,64;;68.177,41C
30/09/2024;NOTA FISCAL Nº 233791 ;3152;0924-00000085;;541,4;68.718,81C
30/09/2024;NOTA FISCAL Nº 233791 ;3152;0924-00000086;;58,33;68.777,14C
30/09/2024;NOTA FISCAL Nº 233291 ;3152;0924-00000087;;177,69;68.954,83C
30/09/2024;NOTA FISCAL Nº 233583 ;3152;0924-00000088;;225,67;69.180,50C
30/09/2024;NOTA FISCAL Nº 233679 ;3152;0924-00000089;;75,57;69.256,07C
30/09/2024;NOTA FISCAL Nº 233663 ;5782;0924-00000607;;916,56;70.172,63C
30/09/2024;NOTA FISCAL Nº 233678 ;5782;0924-00000614;;92,52;70.265,15C
30/09/2024;NOTA FISCAL Nº 233882 ;5782;0924-00000621;;677,33;70.942,48C
30/09/2024;NOTA FISCAL Nº 233663 ;5782;0924-00000661;;166,03;71.108,51C
30/09/2024;NOTA FISCAL Nº 232898 ;5782;0924-00000680;;186,04;71.294,55C
30/09/2024;NOTA FISCAL Nº 233663 ;5782;0924-00000690;;505,13;71.799,68C
30/09/2024;PAGAMENTO DUPLICATA Nº 137608 ;72;0924-00004210;4.485,79;;67.313,89C
30/09/2024;PAGAMENTO DUPLICATA Nº 241674 ;72;0924-00004259;555,59;;66.758,30C
30/09/2024;PAGAMENTO DUPLICATA Nº 138466 ;72;0924-00004348;90,7;;66.667,60C
01/10/2024;NOTA FISCAL Nº 235456 ;5782;1024-00000597;;90,99;66.758,59C
01/10/2024;NOTA FISCAL Nº 236208 ;5782;1024-00000598;;241,56;67.000,15C
01/10/2024;NOTA FISCAL Nº 236283 ;5782;1024-00000599;;261,13;67.261,28C
01/10/2024;NOTA FISCAL Nº 236283 ;5782;1024-00000600;;10,8;67.272,08C
01/10/2024;NOTA FISCAL Nº 236757 ;5782;1024-00000601;;595,95;67.868,03C
01/10/2024;NOTA FISCAL Nº 237148 ;5782;1024-00000602;;85,96;67.953,99C
01/10/2024;NOTA FISCAL Nº 257108 ;5782;1024-00000603;;23,87;67.977,86C
01/10/2024;NOTA FISCAL Nº 257108 ;5782;1024-00000604;;44,97;68.022,83C
01/10/2024;NOTA FISCAL Nº 257108 ;5782;1024-00000605;;393,39;68.416,22C
01/10/2024;PAGAMENTO DUPLICATA Nº 242062 ;72;1024-00003313;227,53;;68.188,69C
01/10/2024;PAGAMENTO DUPLICATA Nº 142486 ;72;1024-00003322;238,81;;67.949,88C
01/10/2024;PAGAMENTO DUPLICATA Nº 181156 ;72;1024-00003443;455,81;;67.494,07C
01/10/2024;PAGAMENTO DUPLICATA Nº 142772 ; ;1024-00004943;138,88;;67.355,19C
01/10/2024;PAGAMENTO DUPLICATA Nº 142707 ; ;1024-00004977;271,14;;67.084,05C
01/10/2024;PAGAMENTO DUPLICATA Nº 181224 ; ;1024-00004991;443,85;;66.640,20C
01/10/2024;PAGAMENTO DUPLICATA Nº 242104 ; ;1024-00005000;913,88;;65.726,32C
02/10/2024;NOTA FISCAL Nº 257239 ;3152;1024-00000007;;12,14;65.738,46C
02/10/2024;NOTA FISCAL Nº 257239 ;3152;1024-00000008;;593,69;66.332,15C
02/10/2024;NOTA FISCAL Nº 236148 ;3152;1024-00000009;;58,52;66.390,67C
02/10/2024;NOTA FISCAL Nº 236132 ;3152;1024-00000010;;69,24;66.459,91C
02/10/2024;NOTA FISCAL Nº 237807 ;3152;1024-00000011;;89,77;66.549,68C
02/10/2024;NOTA FISCAL Nº 237771 ;3152;1024-00000012;;72,27;66.621,95C
02/10/2024;NOTA FISCAL Nº 237771 ;3152;1024-00000013;;82,2;66.704,15C
02/10/2024;NOTA FISCAL Nº 238940 ;5782;1024-00000606;;86,47;66.790,62C
02/10/2024;NOTA FISCAL Nº 237801 ;5782;1024-00000607;;137,87;66.928,49C
02/10/2024;NOTA FISCAL Nº 237954 ;5782;1024-00000608;;633,45;67.561,94C
02/10/2024;NOTA FISCAL Nº 257798 ;5782;1024-00000609;;23,87;67.585,81C
02/10/2024;NOTA FISCAL Nº 257798 ;5782;1024-00000610;;44,97;67.630,78C
02/10/2024;NOTA FISCAL Nº 257798 ;5782;1024-00000611;;352,59;67.983,37C
02/10/2024;PAGAMENTO DUPLICATA Nº 184675 ; ;1024-00005206;33,57;;67.949,80C
02/10/2024;PAGAMENTO DUPLICATA Nº 184114 ; ;1024-00005211;286,5;;67.663,30C
03/10/2024;NOTA FISCAL Nº 258850 ;3152;1024-00000014;;108,26;67.771,56C
03/10/2024;NOTA FISCAL Nº 241628 ;3152;1024-00000015;;387,91;68.159,47C
03/10/2024;NOTA FISCAL Nº 241628 ;3152;1024-00000043;;5,46;68.164,93C
03/10/2024;NOTA FISCAL Nº 238207 ;5782;1024-00000612;;227,48;68.392,41C
03/10/2024;NOTA FISCAL Nº 241655 ;5782;1024-00000613;;57,17;68.449,58C
03/10/2024;NOTA FISCAL Nº 241655 ;5782;1024-00000614;;329,22;68.778,80C
03/10/2024;NOTA FISCAL Nº 241655 ;5782;1024-00000615;;72,18;68.850,98C
03/10/2024;NOTA FISCAL Nº 240189 ;5782;1024-00000616;;227,51;69.078,49C
03/10/2024;NOTA FISCAL Nº 258802 ;5782;1024-00000617;;328,3;69.406,79C
03/10/2024;PAGAMENTO DUPLICATA Nº 187190 ;72;1024-00003251;141,7;;69.265,09C
03/10/2024;PAGAMENTO DUPLICATA Nº 243417 ;72;1024-00003404;357,14;;68.907,95C
03/10/2024;PAGAMENTO DUPLICATA Nº 243422 ;72;1024-00003579;92,48;;68.815,47C
04/10/2024;NOTA FISCAL Nº 259453 ;3152;1024-00000016;;324,24;69.139,71C
04/10/2024;NOTA FISCAL Nº 259454 ;5782;1024-00000618;;216,16;69.355,87C
04/10/2024;NOTA FISCAL Nº 259169 ;5782;1024-00000619;;818,12;70.173,99C
04/10/2024;NOTA FISCAL Nº 258893 ;5782;1024-00000620;;327,6;70.501,59C
04/10/2024;PAGAMENTO DUPLICATA Nº 243849 ; ;1024-00005477;91,56;;70.410,03C
04/10/2024;PAGAMENTO DUPLICATA Nº 145080 ; ;1024-00005488;157,27;;70.252,76C
04/10/2024;PAGAMENTO DUPLICATA Nº 144707 ; ;1024-00005492;162,26;;70.090,50C
04/10/2024;PAGAMENTO DUPLICATA Nº 189387 ; ;1024-00005508;327,93;;69.762,57C
04/10/2024;PAGAMENTO DUPLICATA Nº 189237 ; ;1024-00005523;958,81;;68.803,76C
07/10/2024;NOTA FISCAL Nº 245434 ;3152;1024-00000017;;139,6;68.943,36C
07/10/2024;NOTA FISCAL Nº 245946 ;5782;1024-00000621;;36,97;68.980,33C
07/10/2024;NOTA FISCAL Nº 245692 ;5782;1024-00000622;;218,49;69.198,82C
07/10/2024;NOTA FISCAL Nº 245446 ;5782;1024-00000623;;93,84;69.292,66C
07/10/2024;NOTA FISCAL Nº 245446 ;5782;1024-00000624;;545,3;69.837,96C
07/10/2024;NOTA FISCAL Nº 245446 ;5782;1024-00000625;;380,58;70.218,54C
07/10/2024;PAGAMENTO DUPLICATA Nº 244838 ;72;1024-00003211;1.093,92;;69.124,62C
07/10/2024;PAGAMENTO DUPLICATA Nº 244369 ;72;1024-00003242;133,32;;68.991,30C
07/10/2024;PAGAMENTO DUPLICATA Nº 244368 ;72;1024-00003261;150,15;;68.841,15C
07/10/2024;PAGAMENTO DUPLICATA Nº 190927 ;72;1024-00003314;23,62;;68.817,53C
07/10/2024;PAGAMENTO DUPLICATA Nº 244933 ;72;1024-00003476;5.044,13;;63.773,40C
07/10/2024;PAGAMENTO DUPLICATA Nº 191102 ;72;1024-00003482;529,86;;63.243,54C
07/10/2024;PAGAMENTO DUPLICATA Nº 191974 ;72;1024-00003548;756,89;;62.486,65C
08/10/2024;PAGAMENTO DUPLICATA Nº 153996 ;72;1024-00003217;115,71;;62.370,94C
08/10/2024;PAGAMENTO DUPLICATA Nº 245195 ;72;1024-00003286;1.755,53;;60.615,41C
08/10/2024;PAGAMENTO DUPLICATA Nº 245231 ;72;1024-00003335;252,12;;60.363,29C
08/10/2024;PAGAMENTO DUPLICATA Nº 154111 ;72;1024-00003558;79,45;;60.283,84C
08/10/2024;PAGAMENTO DUPLICATA Nº 154112 ;72;1024-00003559;79,45;;60.204,39C
08/10/2024;PAGAMENTO DUPLICATA Nº 153934 ;72;1024-00003585;94,21;;60.110,18C
09/10/2024;NOTA FISCAL Nº 260331 ;5782;1024-00000626;;282;60.392,18C
09/10/2024;NOTA FISCAL Nº 248266 ;5782;1024-00000627;;1.747,64;62.139,82C
09/10/2024;PAGAMENTO DUPLICATA Nº 196345 ;72;1024-00003347;2.692,76;;59.447,06C
10/10/2024;NOTA FISCAL Nº 250093 ;3152;1024-00000018;;473,87;59.920,93C
10/10/2024;NOTA FISCAL Nº 251517 ;3152;1024-00000019;;427,5;60.348,43C
10/10/2024;NOTA FISCAL Nº 251867 ;3152;1024-00000020;;420,11;60.768,54C
10/10/2024;NOTA FISCAL Nº 251073 ;5782;1024-00000628;;1.256,08;62.024,62C
10/10/2024;NOTA FISCAL Nº 250919 ;5782;1024-00000629;;94,87;62.119,49C
10/10/2024;NOTA FISCAL Nº 250059 ;5782;1024-00000630;;723,05;62.842,54C
10/10/2024;PAGAMENTO DUPLICATA Nº 246632 ;72;1024-00003539;69,01;;62.773,53C
10/10/2024;PAGAMENTO DUPLICATA Nº 246273 ;72;1024-00003554;774,75;;61.998,78C
11/10/2024;NOTA FISCAL Nº 252632 ;5782;1024-00000631;;33,4;62.032,18C
11/10/2024;NOTA FISCAL Nº 252632 ;5782;1024-00000632;;530,87;62.563,05C
11/10/2024;NOTA FISCAL Nº 261733 ;5782;1024-00000633;;709,47;63.272,52C
11/10/2024;NOTA FISCAL Nº 261733 ;5782;1024-00000634;;436,02;63.708,54C
11/10/2024;NOTA FISCAL Nº 261733 ;5782;1024-00000635;;616,59;64.325,13C
11/10/2024;NOTA FISCAL Nº 261733 ;5782;1024-00000636;;70,83;64.395,96C
11/10/2024;NOTA FISCAL Nº 251868 ;5782;1024-00000637;;521,12;64.917,08C
11/10/2024;NOTA FISCAL Nº 254617 ;5782;1024-00000638;;231,9;65.148,98C
11/10/2024;NOTA FISCAL Nº 254869 ;5782;1024-00000639;;151,44;65.300,42C
11/10/2024;NOTA FISCAL Nº 262315 ;5782;1024-00000640;;31,2;65.331,62C
11/10/2024;NOTA FISCAL Nº 262315 ;5782;1024-00000641;;16,62;65.348,24C
11/10/2024;NOTA FISCAL Nº 262315 ;5782;1024-00000642;;189,51;65.537,75C
11/10/2024;PAGAMENTO DUPLICATA Nº 155855 ;72;1024-00003178;62;;65.475,75C
11/10/2024;PAGAMENTO DUPLICATA Nº 157016 ;72;1024-00003226;126,82;;65.348,93C
11/10/2024;PAGAMENTO DUPLICATA Nº 247240 ;72;1024-00003232;1.283,92;;64.065,01C
11/10/2024;PAGAMENTO DUPLICATA Nº 247256 ;72;1024-00003258;1.474,03;;62.590,98C
11/10/2024;PAGAMENTO DUPLICATA Nº 247279 ;72;1024-00003486;54,42;;62.536,56C
